,Unnamed: 0.1,Unnamed: 0,scene_idx,pic_idx,file,cap0,cap1,cap2,cap3,cap4,cap5,train_cap,CIDEr,informative
276,4200,4200,554,1,Scene554_1.png,The girl is wearing sunglasses.,The boy holding a bunch of balloons.,The boy is afraid of the campfire.,The boy is holding a bunch of balloons.,The girl is wearing purple sunglasses.,It is a sunny day.,boy and girl holding a hot air balloon at sunset.,0.04333543628637418,1.0
277,4203,4203,554,8,Scene554_8.png,The girl is wearing a pirate hat.,The boy is holding the balloons.,A rocket flies in the sky.,The girl is wearing the hat.,The boy is holding the balloons.,The rocket is flying in the sky.,happy boy and girl flying on the beach with balloons.,0.2796332559117229,0.0
278,4208,4208,554,4,Scene554_4.png,The boy is wearing a sunglasses,The girl want's to play with the balloon,The boy is holding the balloon,The boy is very surprise.,The girl is very happy.,The boy is holding balloons.,kids playing in the park.,8.620458739609868e-07,0.0
279,4385,4385,489,9,Scene489_9.png,The cat is sitting on a grill.,There is a lightning storm coming.,The boy wants to play but the girl is too sad.,The boy is very happy.,The girl is very sad.,A cat is on the grill.,kids running with a kangaroo.,0.0008736970220083537,1.0
280,4386,4386,489,0,Scene489_0.png,The ketchup and mustard are on the table.,The girl is standing by the grill.,The boy is running towards the girl.,The girl is at the grill.,Ketchup and mustard are on the table.,The boy has a rain cloud above him.,girl and boy playing barbecue on the lawn.,0.02099656884034372,1.0
281,4389,4389,489,3,Scene489_3.png,The girl is wearing a chef hat.,The boy is running towards the table.,The ketchup and mustard are on the table.,The girl has on a chef hat.,The mustard and ketchup are on the table.,The dog is watching the girl cook.,a mother and daughter cooking chicken in a barbecue.,0.008179688637146857,0.0
282,4471,4471,404,7,Scene404_7.png,The bucket is in the sandbox.,The boy runs to the ball.,The boy is wearing a baseball cap.,There is a beach ball beside the sandbox.,There is a pail in the sandbox.,The boy is wearing a blue hat.,boy playing in the sandbox.,0.3694148165512784,1.0
283,4472,4472,404,5,Scene404_5.png,The boy is building a castle in the sand.,The ball is nexto the boy.,The boy is wearing a pirate's hat.,The boy is next to the sandbox.,The boy sees a ball.,The sun is shining on the boy.,illustration of a pirate holding treasure chest beside a wooden bench vector.,0.06733886625961812,1.0
284,4476,4476,404,0,Scene404_0.png,The girl want to play in the sandbox.,The boy want to play with the ball.,The girl and the boy are happy.,The girl is holding a bucket and shovel.,The boy is kicking a beachball.,The girl is happy to see the boy.,children playing in the park.,0.01111792647308791,1.0
285,4552,4552,146,5,Scene146_5.png,The boy is drinking water.,The girl is in the sand box.,The air baloon is in the sky.,The boy and the girl are playing in the sandbox.,The cat wants to play in the sandbox  too.,The boy and the girl see a friend coming to the park.,boy and girl playing on a wooden terrace with a kite.,0.04304494364421549,1.0
286,4557,4557,146,6,Scene146_6.png,The boy is happy to see the cat.,The girl is surprised to see the cat.,The boy and the girl are sitting.,The baseball is next to the girl.,The girl is waving at the cat.,The boy is smiling.,children having fun on the lawn.,1.8142714164504784e-06,1.0
287,4558,4558,146,4,Scene146_4.png,The girl is sad that she fell down.,The boy is running towards the cat.,The cat is staring at the boy and the girl.,The girl has a sad look on her face.,The boy has a smile on his face.,The boy is running to the cat.,family walking in the park illustration.,9.628979905540644e-07,0.0
288,4582,4582,70,5,Scene70_5.png,The boy is sitting on the slide.,The girl is standing at the bottom of the slide.,The boy is sitting cross legged.,The boy is ready to go down the slide.,The girl is waiting for the boy.,A dog is watching the boy and the girl,girl riding a dog on a leash vector art illustration.,0.023789964690149427,1.0
289,4584,4584,70,2,Scene70_2.png,The owl is in the tree.,The boy is climbing up the slide.,The girl is sliding down the slide.,The boy is at the top of the slide.,The girl just slid down the slide.,The owl is watching from the tree.,father and daughter swinging on a trampoline in the park illustration.,0.009716708076903457,1.0
290,4587,4587,70,6,Scene70_6.png,The girl is standing on the slide.,The boy is excited for the girl.,A duck and dog watch them.,The girl is going down the slide.,The boy is cheering for the girl.,The boy and the girl like to play.,how to make a 3d playground.,0.0025408178207623057,1.0
291,4621,4621,341,7,Scene341_7.png,The kite flew away.,The boy and the girl are sad.,Thier is a pink pail in the sand box.,The boy is wearing a baseball cap.,A pail is in the sandbox.,The girl is sad because she lost the kite.,father and son playing baseball on the field.,0.053150833796363525,1.0
292,4624,4624,341,2,Scene341_2.png,The boy is holding the girl's arm.,The kite is flying away from the girl.,The tree is full of apples.,The girl lost her kite.,The boy and the girl are not happy.,The boy is standing next to the girl.,children playing in the park with kite.,0.22367127753634433,1.0
293,4628,4628,341,4,Scene341_4.png,The boy is holding the ball.,The girl is sad because the kite flew away.,The boy is standng by the girl.,The girl's kite flew away.,The boy is trying to help the girl.,The boy has a beach ball.,how to draw a kite in vector graphics editor software.,0.12271115483057932,0.0
294,4672,4672,867,5,Scene867_5.png,The girl is flying a kite.,The boy is holding a Frisbee.,The cat is sitting near the boy.,The girl has a huge smile.,The boy is playing with a freeze-be.,The boy is near a apple tree.,children playing kite on the lawn.,0.16289470182834342,1.0
295,4677,4677,867,6,Scene867_6.png,The girl is flying a kite.,The boy is trying to call the cat over.,The bear through the frisbee to the boy.,The girl is flying a kite.,The boy is throwing a Frisbee.,The cat is looking at the grill.,boy playing golf in the park.,0.00015406755675574936,1.0
296,4679,4679,867,3,Scene867_3.png,JENNY IS FLYING A KITE,THE CAT IS LOOKING TO PLAY WITH MIKE,MIKE IS PLAYING WITH A FRISBEE,The girl is flying a kite.,The boy wants to play Frisbee with the cat.,The cat does not like the Frisbee.,happy family with a cat.,0.07079711595510275,1.0
297,4722,4722,104,5,Scene104_5.png,The girl is standing next to the table.,They are said because they lost the balloons.,The boy jumped to catch the balloons.,The boy is holding balloons.,The girl is waving to the boy.,There is a pie and some ketchup on the table.,little boy and girl having fun on the lawn.,0.008548088652178777,1.0
298,4726,4726,104,0,Scene104_0.png,The boy is holding the balloons.,The girl is standing next to the table.,The hot dog is on the table.,The girl is sad that there is no pizza.,The boy is happy to be holding the balloons.,The boy is sitting in the grass.,children playing on the playground.,0.014204473685292755,0.0
299,4728,4728,104,4,Scene104_4.png,The boy sees the hot air balloon.,The girl is not happy that the boy has gone to see the balloon.,The boy waves to the person in the hot air balloon.,The girl is wearing a crown.,The girl is sitting under the tree.,The mustard is beside the pie.,family in a hot air balloon in the forest.,0.3477342237410819,1.0
300,4741,4741,563,7,Scene563_7.png,The balloons are flying away.,The girl is holding a pie.,The boy is doing a happy dance for the girl.,Red apples are in the tree.,The girl is holding a pie.,The girl is standing next to a barbecue.,a woman cooks a barbecue on a green meadow.,0.2186087918575963,1.0
301,4745,4745,563,9,Scene563_9.png,The boy is walking away from the girl.,The girl is holding a pie.,The boy is sad because he wants some pie.,The girl is angry because the boy doesn't want the pie.,The boy is running away from the girl.,The ballons in the sky are pretty.,boy and girl playing tent in the field illustration.,0.005820735673041757,1.0
302,4748,4748,563,4,Scene563_4.png,The girl wants the pie,The beachball is behind the girl,The baloons are between the girl and the boy,The four balloons flew away from the girl.,The boy offered the girl a pie to make her happy.,The beach ball was near the swing set.,parents playing with a ball on the playground.,0.011027698056562698,1.0
303,4770,4770,805,1,Scene805_1.png,The girl and the boy are above a sandbox,The girl and the boy are holding hands,There's a frisbee between the boy and the girl,The girl and the boy are holding hands.,The cat is  in the sandbox.,There are clouds in the sky.,person jumping over the pool.,1.8094810094038075e-06,1.0
304,4772,4772,805,5,Scene805_5.png,The boy is holding a hotdog.,The girl is holding a hamburger.,The boy is wearing a chef hat.,The girl is not happy with her burger.,The boy burnt the burgers.,The boy has a hotdog with mustard.,a family preparing barbecue on a summer day.,0.0038650458732495184,1.0
305,4778,4778,805,4,Scene805_4.png,The boy and the girl are eating.,The boy wears a pair of sunglasses.,The girl wears a big hat.,The boy is eating a hot dog for lunch.,The girl is having a hamburger for lunch.,The girl is wearing a chef hat.,cartoon illustration of a mother and daughter having fun in the garden vector.,0.050790127287255744,1.0
306,4801,4801,595,7,Scene595_7.png,There is a hotdog on the table.,The girl kicked the beach ball.,There is a ketchup bottle on the table.,The girl is kicking the ball to the boy.,The boy is having fun playing with the girl.,The ketchup and hot dog are on the table.,children playing in the park illustration.,0.02051186293252094,1.0
307,4803,4803,595,8,Scene595_8.png,The beach ball is orange  blue  green  yellow and red.,The sun is out.,The man in the air balloon is waving.,The girl kicks the beachball to the boy.,The boy catches the beachball.,A hot-air balloon floats in the sky.,kids having fun on a hot air balloon in the sky.,0.19581170437426143,1.0
308,4807,4807,595,6,Scene595_6.png,The girl just kicked a beach ball.,The boy and the girl went for a picnic.,The boy will catch the ball.,The girl kicked the ball to the boy.,The ketchup is on the table.,The sun is shining today.,play a game of golf.,0.0007372053578592816,1.0
309,4820,4820,23,1,Scene23_1.png,The girl is wearing sunglasses.,The boy is in a tree.,The boy is holding a ball.,The girl is wearing the sun glasses.,The girl is wearing the glove.,The boy is holding the ball.,children running in the park on a sunny day.,0.01647443545396124,1.0
310,4821,4821,23,7,Scene23_7.png,The girl is throwing a baseball.,The boy is running to the tree.,A dog is running behind the boy.,The girl is catching a baseball.,The dog is running after the boy.,There is a gray cloud in the sky.,a family walks their dog in a park.,0.047119407189300536,1.0
311,4824,4824,23,2,Scene23_2.png,The boy is sitting in the tree.,The boy has a baseball mitt.,The girl is holding a basball.,The boy is in the tree.,The girl throws the ball to the boy.,The girl wears sunglasses.,children playing in the park on a green background.,0.043459984841546964,0.0
